Model,mean_fit_time,mean_score_time,mean_test_score
3,0.49917068481445315,0.0504033088684082,0.37
3,0.49732222557067873,0.049061918258666994,0.37
3,0.14246587753295897,0.026752948760986328,0.19
3,0.13657903671264648,0.0266542911529541,0.19
3,0.14099521636962892,0.02584700584411621,0.16
3,0.12843732833862304,0.0250399112701416,0.19
3,0.2925277233123779,0.03402600288391113,0.21
3,0.29498443603515623,0.038392162322998045,0.19
3,0.2869116306304932,0.037973642349243164,0.25
3,0.3107773780822754,0.03709988594055176,0.26
3,0.4385775089263916,0.04211082458496094,0.22
3,0.37604365348815916,0.03636455535888672,0.19
3,0.43761248588562013,0.03528156280517578,0.22
3,0.36512126922607424,0.03694438934326172,0.25
4,1.53627290725708,0.05811786651611328,0.12
4,1.4818876743316651,0.07303180694580078,0.11
4,1.5886897563934326,0.06385021209716797,0.07
4,1.5340462684631349,0.06100378036499023,0.13
4,1.5072220802307128,0.060262441635131836,0.12
4,2.0499273777008056,0.06747288703918457,0.08
4,1.5348981380462647,0.05958566665649414,0.12
4,1.580448579788208,0.08123373985290527,0.12
4,1.5711286544799805,0.0712270736694336,0.12
4,1.6453380107879638,0.06955695152282715,0.12
4,1.6172999382019042,0.05572638511657715,0.11
4,1.535954761505127,0.06317048072814942,0.06
4,1.533203649520874,0.05715951919555664,0.11
4,1.496520185470581,0.06006431579589844,0.12
4,1.5315881252288819,0.06907010078430176,0.07
4,1.5595933437347411,0.06777572631835938,0.14
4,1.5190903186798095,0.0596674919128418,0.13
4,1.5032968044281005,0.06306967735290528,0.13
4,1.5258108615875243,0.08154516220092774,0.13
4,1.495468807220459,0.1071096420288086,0.14
4,1.6510838985443115,0.057383394241333006,0.06
4,1.6811976909637452,0.06415739059448242,0.13
4,1.5558981418609619,0.06461834907531738,0.12
4,1.607870626449585,0.05812592506408691,0.08
4,1.5949671745300293,0.0684847354888916,0.14
4,1.5415213584899903,0.062081098556518555,0.12
4,1.5038158893585205,0.07574505805969238,0.13
4,1.6648394107818603,0.06426162719726562,0.12
4,1.603715181350708,0.05476775169372559,0.1
4,1.5301565170288085,0.059990310668945314,0.05
4,1.6606577396392823,0.0799485683441162,0.12
4,1.6313233375549316,0.07161540985107422,0.12
4,1.6176422595977784,0.06000957489013672,0.06
4,1.6271754264831544,0.06325454711914062,0.11
4,1.3267212390899659,0.05120692253112793,0.12
4,1.0874433517456055,0.03594284057617188,0.12
5,1.3367299556732177,0.06186065673828125,0.1
5,1.8006004333496093,0.0712118148803711,0.11
5,2.0347806453704833,0.0802215576171875,0.14
5,1.516983938217163,0.06497735977172851,0.09
5,1.6970553874969483,0.07341465950012208,0.12
5,1.9266422748565675,0.09137082099914551,0.13
5,1.5053236484527588,0.060538530349731445,0.13
5,1.6246613025665284,0.07454414367675781,0.12
5,1.8829559326171874,0.08813581466674805,0.12
5,1.5147006034851074,0.0618593692779541,0.16
5,1.8269867420196533,0.0762753963470459,0.15
5,1.9268025398254394,0.08898396492004394,0.13
5,1.5126852512359619,0.07551035881042481,0.14
5,1.6874668598175049,0.07219281196594238,0.14
5,1.9631666183471679,0.08629379272460938,0.14
5,1.479743242263794,0.06933608055114746,0.08
5,1.6391557693481444,0.07104792594909667,0.11
5,1.9059977054595947,0.08095822334289551,0.12
5,1.4718132972717286,0.06926560401916504,0.12
5,1.7619453907012939,0.07076153755187989,0.09
5,2.0291138172149656,0.083854341506958,0.15
5,1.554421615600586,0.05758481025695801,0.12
5,1.7188720703125,0.06797428131103515,0.11
5,1.841685914993286,0.08109097480773926,0.12
5,1.5442139148712157,0.07393922805786132,0.1
5,1.6643041133880616,0.07579245567321777,0.09
5,1.9035202980041503,0.09239811897277832,0.09
5,1.5919992446899414,0.06581006050109864,0.12
5,1.7293369770050049,0.07323055267333985,0.12
5,2.021538734436035,0.0803255558013916,0.15
5,1.5073061466217041,0.059629058837890624,0.15
5,1.7631603240966798,0.07840275764465332,0.13
5,2.2259955406188965,0.0811793327331543,0.12
5,1.6016621112823486,0.06141939163208008,0.12
5,1.609350824356079,0.060892152786254886,0.11
5,1.5046696662902832,0.04029073715209961,0.12
6,5.640607404708862,0.19838566780090333,0.13
6,6.835728788375855,0.18029708862304689,0.16
6,5.695790815353393,0.1984982967376709,0.07
6,5.526551866531372,0.1877202033996582,0.13
6,5.724654912948608,0.2443521499633789,0.12
6,6.23411374092102,0.21453208923339845,0.08
6,6.301911640167236,0.22857074737548827,0.12
6,6.311965036392212,0.2155026912689209,0.13
6,6.411230230331421,0.20595254898071289,0.1
6,6.114242458343506,0.19278812408447266,0.12
6,7.853288698196411,0.1857776641845703,0.22
6,6.093233108520508,0.18720560073852538,0.09
6,5.828821277618408,0.1796584129333496,0.13
6,5.860798645019531,0.1908562660217285,0.16
6,6.004962587356568,0.1957646369934082,0.07
6,5.837720441818237,0.26416382789611814,0.13
6,6.041638803482056,0.18559913635253905,0.12
6,5.917139625549316,0.24702739715576172,0.11
6,5.964563226699829,0.20817766189575196,0.17
6,8.322734117507935,0.1952413558959961,0.2
6,5.724578237533569,0.22948822975158692,0.07
6,5.903114461898804,0.22195982933044434,0.16
6,6.7788591384887695,0.19416818618774415,0.17
6,6.209699249267578,0.200492525100708,0.05
6,5.965434837341308,0.20683002471923828,0.17
6,5.79237847328186,0.19698410034179686,0.13
6,5.747991943359375,0.19319767951965333,0.11
6,6.2154776096344,0.2018660068511963,0.18
6,8.109260702133179,0.1906116008758545,0.18
6,5.377654266357422,0.1941455364227295,0.1
6,5.7505231380462645,0.18291096687316893,0.19
6,6.625658845901489,0.19776268005371095,0.19
6,5.569183206558227,0.1929255962371826,0.06
6,5.821786689758301,0.1761218547821045,0.18
6,5.38161334991455,0.1977254867553711,0.12
6,4.246493196487426,0.10885639190673828,0.12
7,5.998956727981567,0.19969706535339354,0.15
7,6.897615242004394,0.19206295013427735,0.19
7,6.627442264556885,0.23426156044006347,0.21
7,5.539491844177246,0.19991674423217773,0.17
7,5.758725643157959,0.19978041648864747,0.16
7,6.316382026672363,0.23864641189575195,0.19
7,5.915031766891479,0.18790507316589355,0.15
7,5.717660999298095,0.22645845413208007,0.16
7,5.925398492813111,0.24631767272949218,0.14
7,5.518074655532837,0.19403762817382814,0.19
7,6.105292510986328,0.23557591438293457,0.24
7,6.1132832050323485,0.2258756637573242,0.21
7,5.498345804214478,0.1978315830230713,0.19
7,6.065821027755737,0.23568692207336425,0.18
7,6.060780429840088,0.22217917442321777,0.18
7,5.629206800460816,0.18754949569702148,0.12
7,5.824911165237427,0.18183584213256837,0.15
7,6.135618734359741,0.2303788661956787,0.15
7,5.805980587005616,0.19786553382873534,0.18
7,5.885723114013672,0.21486740112304686,0.2
7,6.1545319080352785,0.24730048179626465,0.21
7,5.791886234283448,0.17531027793884277,0.14
7,6.101684474945069,0.19322853088378905,0.22
7,5.987331390380859,0.2164066791534424,0.19
7,5.724281549453735,0.20296459197998046,0.11
7,6.155131769180298,0.24303770065307617,0.11
7,6.457599782943726,0.21614413261413573,0.17
7,6.1476561546325685,0.19885659217834473,0.17
7,6.1340924263000485,0.22198076248168946,0.17
7,6.339133214950562,0.24024724960327148,0.23
7,5.983961582183838,0.18715925216674806,0.15
7,6.045627450942993,0.25272021293640134,0.19
7,6.484367418289184,0.20488195419311522,0.18
7,5.762725400924682,0.18381690979003906,0.14
7,5.044100141525268,0.15494318008422853,0.12
7,4.6972016334533695,0.10969867706298828,0.14
